date,open,high,low,close
2019-01-06,1.13974,1.14827,1.13972,1.14748
2019-01-07,1.14773,1.14848,1.14219,1.14417
2019-01-08,1.14417,1.15584,1.14364,1.15426
2019-01-09,1.1542,1.15702,1.14846,1.15002
2019-01-10,1.14996,1.15406,1.14582,1.14687
2019-01-13,1.14609,1.1482,1.14508,1.14684
2019-01-14,1.14684,1.14898,1.13822,1.1413
2019-01-15,1.14114,1.14248,1.13779,1.13914
2019-01-16,1.1394,1.1406,1.13702,1.13892
2019-01-17,1.13884,1.14104,1.13532,1.1362
2019-01-20,1.13616,1.13914,1.13569,1.13658
2019-01-21,1.13672,1.13738,1.1336,1.13596
2019-01-22,1.13606,1.13946,1.13508,1.13807
2019-01-23,1.13811,1.13915,1.12894,1.1305
2019-01-24,1.13034,1.14176,1.13004,1.14057
2019-01-27,1.14016,1.14439,1.13904,1.14262
2019-01-28,1.14292,1.14502,1.14113,1.14328
2019-01-29,1.14318,1.15018,1.14063,1.148
2019-01-30,1.148,1.15144,1.1436,1.14474
2019-01-31,1.14478,1.14884,1.14345,1.14562
2019-02-03,1.14521,1.14603,1.14244,1.14376
2019-02-04,1.14376,1.14404,1.14011,1.14042
2019-02-05,1.1405,1.14096,1.13608,1.13618
2019-02-06,1.13638,1.13689,1.13247,1.13394
2019-02-07,1.13402,1.13509,1.13212,1.13224
2019-02-10,1.13202,1.133,1.12674,1.12756
2019-02-11,1.12767,1.13397,1.12578,1.1326
2019-02-12,1.13264,1.13415,1.12602,1.12607
2019-02-13,1.12602,1.13097,1.12493,1.12954
2019-02-14,1.12948,1.13061,1.12343,1.12946
2019-02-17,1.12926,1.13338,1.12896,1.13106
2019-02-18,1.13118,1.13576,1.12756,1.13406
2019-02-19,1.13419,1.13712,1.1325,1.1337
2019-02-20,1.13378,1.13664,1.13204,1.13343
2019-02-21,1.13385,1.13556,1.13162,1.13342
2019-02-24,1.13359,1.13675,1.13286,1.13574
2019-02-25,1.13616,1.14028,1.13453,1.13892
2019-02-26,1.13894,1.14036,1.13624,1.13695
2019-02-27,1.13673,1.14197,1.13596,1.13706
2019-02-28,1.13706,1.14086,1.13532,1.13648
2019-03-03,1.13828,1.13831,1.13092,1.13398
2019-03-04,1.13396,1.13412,1.12896,1.13078
2019-03-05,1.13078,1.13246,1.12854,1.13066
2019-03-06,1.13072,1.13202,1.11764,1.1194
2019-03-07,1.11937,1.12461,1.11854,1.12347
2019-03-10,1.12336,1.12586,1.12218,1.1245
2019-03-11,1.12452,1.1305,1.12452,1.12874
2019-03-12,1.12864,1.13387,1.12776,1.13278
2019-03-13,1.13296,1.13376,1.12942,1.13044
2019-03-14,1.13032,1.13444,1.12998,1.1325
2019-03-17,1.13226,1.13588,1.13194,1.13394
2019-03-18,1.13354,1.13616,1.13338,1.13507
2019-03-19,1.13521,1.14482,1.13358,1.14128
2019-03-20,1.14128,1.14376,1.13428,1.13754
2019-03-21,1.13749,1.13906,1.12736,1.13014
2019-03-24,1.1293,1.13314,1.12892,1.13128
2019-03-25,1.13108,1.13259,1.12634,1.12656
2019-03-26,1.1265,1.12856,1.12423,1.1244
2019-03-27,1.12452,1.12612,1.12137,1.1224
2019-03-28,1.12217,1.12466,1.121,1.12178
2019-03-31,1.12296,1.12498,1.12041,1.12128
2019-04-01,1.12125,1.12161,1.11839,1.12044
2019-04-02,1.12042,1.12546,1.1201,1.1233
2019-04-03,1.1233,1.12478,1.12061,1.12206
2019-04-04,1.12197,1.12464,1.12103,1.12162
2019-04-07,1.12176,1.12746,1.12144,1.12611
2019-04-08,1.12629,1.12842,1.12553,1.12627
2019-04-09,1.12627,1.12876,1.12298,1.12737
2019-04-10,1.12734,1.12874,1.125,1.12541
2019-04-11,1.12536,1.13239,1.12536,1.12988
2019-04-14,1.13046,1.1321,1.12976,1.13044
2019-04-15,1.13042,1.1314,1.12796,1.12808
2019-04-16,1.12828,1.13237,1.12788,1.1298
2019-04-17,1.12962,1.13042,1.12263,1.12306
2019-04-18,1.1231,1.12477,1.1229,1.12452
2019-04-21,1.12447,1.1262,1.1236,1.12572
2019-04-22,1.12572,1.12612,1.11924,1.12272
2019-04-23,1.12268,1.12268,1.11406,1.11538
2019-04-24,1.11538,1.11625,1.11184,1.1132
2019-04-25,1.1132,1.11739,1.11115,1.11472
2019-04-28,1.11465,1.11868,1.11452,1.11852
2019-04-29,1.11854,1.12292,1.1176,1.12151
2019-04-30,1.12151,1.12649,1.11873,1.11949
2019-05-01,1.11962,1.12191,1.1171,1.11726
2019-05-02,1.11722,1.12048,1.11354,1.12013
2019-05-05,1.11738,1.12093,1.11708,1.11994
2019-05-06,1.12004,1.1218,1.11666,1.11917
2019-05-07,1.11912,1.12136,1.11829,1.11921
2019-05-08,1.11914,1.1251,1.11736,1.12132
2019-05-09,1.12168,1.12536,1.12142,1.12336
2019-05-12,1.12348,1.12636,1.12222,1.12231
2019-05-13,1.12227,1.12438,1.12012,1.1204
2019-05-14,1.1204,1.12246,1.1178,1.12017
2019-05-15,1.12017,1.1224,1.11664,1.11736
2019-05-16,1.11747,1.11843,1.11553,1.11574
2019-05-19,1.1161,1.11748,1.11508,1.11659
2019-05-20,1.11664,1.1188,1.1142,1.11613
2019-05-21,1.11606,1.11802,1.11488,1.11507
2019-05-22,1.11507,1.11876,1.11072,1.11818
2019-05-23,1.11812,1.12121,1.11737,1.12038
2019-05-26,1.12099,1.12152,1.11872,1.11932
2019-05-27,1.11932,1.11984,1.11594,1.11602
2019-05-28,1.11608,1.11724,1.11244,1.1131
2019-05-29,1.11322,1.11433,1.11162,1.11292
2019-05-30,1.11292,1.11797,1.11252,1.11688
2019-06-02,1.11664,1.1262,1.11603,1.12416
2019-06-03,1.12416,1.12774,1.12265,1.1252
2019-06-04,1.12514,1.13068,1.12198,1.1221
2019-06-05,1.1222,1.1309,1.12018,1.12754
2019-06-06,1.1278,1.13478,1.12514,1.13333
2019-06-09,1.13213,1.13311,1.12901,1.13116
2019-06-10,1.13119,1.13376,1.13013,1.1326
2019-06-11,1.1327,1.13434,1.12825,1.12874
2019-06-12,1.12878,1.13036,1.12686,1.12764
2019-06-13,1.12772,1.12892,1.12025,1.12096
2019-06-16,1.12108,1.1247,1.12039,1.1218
2019-06-17,1.12186,1.12428,1.11816,1.11942
2019-06-18,1.11936,1.1254,1.11873,1.12262
2019-06-19,1.12264,1.13174,1.12264,1.12916
2019-06-20,1.12931,1.13778,1.12831,1.13688
2019-06-23,1.13719,1.14041,1.13672,1.13988
2019-06-24,1.13984,1.14122,1.13442,1.13672
2019-06-25,1.13672,1.13914,1.13476,1.13686
2019-06-26,1.1369,1.13815,1.13479,1.13694
2019-06-27,1.13688,1.13935,1.13508,1.13721
2019-06-30,1.13614,1.13711,1.12812,1.12856
2019-07-01,1.12856,1.13214,1.12752,1.1286
2019-07-02,1.1286,1.13123,1.12689,1.1277
2019-07-03,1.1278,1.12952,1.12733,1.12847
2019-07-04,1.12841,1.12878,1.12076,1.12255
2019-07-07,1.12248,1.12344,1.12071,1.12144
2019-07-08,1.12144,1.12188,1.11935,1.12078
2019-07-09,1.12075,1.12643,1.1202,1.12505
2019-07-10,1.12516,1.12858,1.12454,1.12537
2019-07-11,1.12542,1.1275,1.12382,1.12706
2019-07-14,1.12705,1.12839,1.12532,1.12578
2019-07-15,1.12578,1.12635,1.1202,1.12102
2019-07-16,1.12105,1.12336,1.11998,1.12242
2019-07-17,1.12246,1.12804,1.12052,1.1277
2019-07-18,1.1277,1.12821,1.12036,1.12206
2019-07-21,1.12175,1.12254,1.12063,1.12089
2019-07-22,1.12094,1.12096,1.1146,1.11515
2019-07-23,1.11518,1.11558,1.1127,1.11394
2019-07-24,1.11409,1.11877,1.11014,1.11474
2019-07-25,1.11463,1.11512,1.1112,1.1128
2019-07-28,1.11252,1.11508,1.1113,1.11452
2019-07-29,1.1145,1.11612,1.11321,1.11557
2019-07-30,1.11552,1.1162,1.10604,1.10766
2019-07-31,1.10766,1.10958,1.1027,1.1085
